"도로명코드","도로명","도로명 로마자","읍면동일련번호","시도명","시도명 로마자","시군구명","시군구명 로마자","읍면동명","읍면동명 로마자","읍면동구분","읍면동코드","사용여부","변경사유","변경이력정보","고시일자","말소일자"
"111103100021","청계천로","Cheonggyecheon-ro","05","서울특별시","Seoul","종로구","Jongno-gu","예지동","Yeji -dong","1","158","0","","","",""
"111103100021","청계천로","Cheonggyecheon-ro","06","서울특별시","Seoul","종로구","Jongno-gu","종로5가","Jongno 5(o)-ga","1","163","0","","","",""
"111103100021","청계천로","Cheonggyecheon-ro","07","서울특별시","Seoul","종로구","Jongno-gu","창신동","Changsin-dong","1","174","0","","","",""
"111103100021","청계천로","Cheonggyecheon-ro","08","서울특별시","Seoul","종로구","Jongno-gu","숭인동","Sungin-dong","1","175","0","","","",""
"111103100021","청계천로","Cheonggyecheon-ro","09","서울특별시","Seoul","종로구","Jongno-gu","세종로","Sejongno","1","119","0","","","",""
"111103100021","청계천로","Cheonggyecheon-ro","10","서울특별시","Seoul","종로구","Jongno-gu","종로6가","Jongno 6(yuk)-ga","1","164","0","","","",""
"111103100022","혜화로","Hyehwa-ro","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111103100022","혜화로","Hyehwa-ro","01","서울특별시","Seoul","종로구","Jongno-gu","혜화동","Hyehwa-dong","1","169","0","","","",""
"111103100022","혜화로","Hyehwa-ro","02","서울특별시","Seoul","종로구","Jongno-gu","명륜1가","Myeongnyun 1(il)-ga","1","170","0","","","",""
"111103100022","혜화로","Hyehwa-ro","03","서울특별시","Seoul","종로구","Jongno-gu","명륜2가","Myeongnyun 2(i)-ga","1","171","0","","","",""
"111103100023","평창문화로","Pyeongchangmunhwa-ro","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111103100023","평창문화로","Pyeongchangmunhwa-ro","01","서울특별시","Seoul","종로구","Jongno-gu","평창동","Pyeongchang-dong","1","183","0","","","",""
"111103100023","평창문화로","Pyeongchangmunhwa-ro","02","서울특별시","Seoul","종로구","Jongno-gu","신영동","Sinyeong-dong","1","186","0","","","",""
"111104100001","경교장1길","Gyeonggyojang 1-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100001","경교장1길","Gyeonggyojang 1-gil","01","서울특별시","Seoul","종로구","Jongno-gu","교남동","Gyonam-dong","1","176","0","","","",""
"111104100001","경교장1길","Gyeonggyojang 1-gil","02","서울특별시","Seoul","종로구","Jongno-gu","평동","Pyeong-dong","1","177","0","","","",""
"111104100001","경교장1길","Gyeonggyojang 1-gil","03","서울특별시","Seoul","종로구","Jongno-gu","송월동","Songwol-dong","1","178","0","","","",""
"111104100002","경교장길","Gyeonggyojang-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100002","경교장길","Gyeonggyojang-gil","01","서울특별시","Seoul","종로구","Jongno-gu","교남동","Gyonam-dong","1","176","0","","","",""
"111104100002","경교장길","Gyeonggyojang-gil","02","서울특별시","Seoul","종로구","Jongno-gu","평동","Pyeong-dong","1","177","0","","","",""
"111104100002","경교장길","Gyeonggyojang-gil","03","서울특별시","Seoul","종로구","Jongno-gu","송월동","Songwol-dong","1","178","0","","","",""
"111104100003","경희궁1가길","Gyeonghuigung 1ga-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100003","경희궁1가길","Gyeonghuigung 1ga-gil","01","서울특별시","Seoul","종로구","Jongno-gu","신문로2가","Sinmunno 2(i)-ga","1","121","0","","","",""
"111104100004","경희궁1길","Gyeonghuigung 1-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100004","경희궁1길","Gyeonghuigung 1-gil","01","서울특별시","Seoul","종로구","Jongno-gu","신문로2가","Sinmunno 2(i)-ga","1","121","0","","","",""
"111104100005","경희궁2길","Gyeonghuigung 2-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100005","경희궁2길","Gyeonghuigung 2-gil","01","서울특별시","Seoul","종로구","Jongno-gu","내수동","Naesu-dong","1","118","0","","","",""
"111104100005","경희궁2길","Gyeonghuigung 2-gil","02","서울특별시","Seoul","종로구","Jongno-gu","신문로2가","Sinmunno 2(i)-ga","1","121","0","","","",""
"111104100006","경희궁3가길","Gyeonghuigung 3ga-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100006","경희궁3가길","Gyeonghuigung 3ga-gil","01","서울특별시","Seoul","종로구","Jongno-gu","사직동","Sajik-dong","1","115","0","","","",""
"111104100006","경희궁3가길","Gyeonghuigung 3ga-gil","02","서울특별시","Seoul","종로구","Jongno-gu","신문로2가","Sinmunno 2(i)-ga","1","121","0","","","",""
"111104100007","경희궁3길","Gyeonghuigung 3-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100007","경희궁3길","Gyeonghuigung 3-gil","01","서울특별시","Seoul","종로구","Jongno-gu","사직동","Sajik-dong","1","115","0","","","",""
"111104100007","경희궁3길","Gyeonghuigung 3-gil","02","서울특별시","Seoul","종로구","Jongno-gu","신문로2가","Sinmunno 2(i)-ga","1","121","0","","","",""
"111104100008","경희궁3나길","Gyeonghuigung 3na-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100008","경희궁3나길","Gyeonghuigung 3na-gil","01","서울특별시","Seoul","종로구","Jongno-gu","사직동","Sajik-dong","1","115","0","","","",""
"111104100008","경희궁3나길","Gyeonghuigung 3na-gil","02","서울특별시","Seoul","종로구","Jongno-gu","신문로2가","Sinmunno 2(i)-ga","1","121","0","","","",""
"111104100009","경희궁4길","Gyeonghuigung 4-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100009","경희궁4길","Gyeonghuigung 4-gil","01","서울특별시","Seoul","종로구","Jongno-gu","사직동","Sajik-dong","1","115","0","","","",""
"111104100009","경희궁4길","Gyeonghuigung 4-gil","02","서울특별시","Seoul","종로구","Jongno-gu","신문로2가","Sinmunno 2(i)-ga","1","121","0","","","",""
"111104100010","경희궁길","Gyeonghuigung-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100010","경희궁길","Gyeonghuigung-gil","01","서울특별시","Seoul","종로구","Jongno-gu","사직동","Sajik-dong","1","115","0","","","",""
"111104100010","경희궁길","Gyeonghuigung-gil","02","서울특별시","Seoul","종로구","Jongno-gu","신문로1가","Sinmunno 1(il)-ga","1","120","0","","","",""
"111104100010","경희궁길","Gyeonghuigung-gil","03","서울특별시","Seoul","종로구","Jongno-gu","신문로2가","Sinmunno 2(i)-ga","1","121","0","","","",""
"111104100011","계동2길","Gyedong 2-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100011","계동2길","Gyedong 2-gil","01","서울특별시","Seoul","종로구","Jongno-gu","계동","Gye-dong","1","148","0","","","",""
"111104100012","계동4길","Gyedong 4-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100012","계동4길","Gyedong 4-gil","01","서울특별시","Seoul","종로구","Jongno-gu","계동","Gye-dong","1","148","0","","","",""
"111104100013","계동6길","Gyedong 6-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100013","계동6길","Gyedong 6-gil","01","서울특별시","Seoul","종로구","Jongno-gu","계동","Gye-dong","1","148","0","","","",""
"111104100014","계동길","Gyedong-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100014","계동길","Gyedong-gil","01","서울특별시","Seoul","종로구","Jongno-gu","재동","Jae-dong","1","147","0","","","",""
"111104100014","계동길","Gyedong-gil","02","서울특별시","Seoul","종로구","Jongno-gu","계동","Gye-dong","1","148","0","","","",""
"111104100015","낙산1길","Naksan 1-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100015","낙산1길","Naksan 1-gil","01","서울특별시","Seoul","종로구","Jongno-gu","동숭동","Dongsung-dong","1","168","0","","","",""
"111104100016","낙산2길","Naksan 2-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100016","낙산2길","Naksan 2-gil","01","서울특별시","Seoul","종로구","Jongno-gu","동숭동","Dongsung-dong","1","168","0","","","",""
"111104100017","낙산3길","Naksan 3-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100017","낙산3길","Naksan 3-gil","01","서울특별시","Seoul","종로구","Jongno-gu","동숭동","Dongsung-dong","1","168","0","","","",""
"111104100018","낙산4길","Naksan 4-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100018","낙산4길","Naksan 4-gil","01","서울특별시","Seoul","종로구","Jongno-gu","이화동","Ihwa-dong","1","165","0","","","",""
"111104100018","낙산4길","Naksan 4-gil","02","서울특별시","Seoul","종로구","Jongno-gu","동숭동","Dongsung-dong","1","168","0","","","",""
"111104100019","낙산5길","Naksan 5-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100019","낙산5길","Naksan 5-gil","01","서울특별시","Seoul","종로구","Jongno-gu","창신동","Changsin-dong","1","174","0","","","",""
"111104100020","낙산길","Naksan-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100020","낙산길","Naksan-gil","01","서울특별시","Seoul","종로구","Jongno-gu","동숭동","Dongsung-dong","1","168","0","","","",""
"111104100020","낙산길","Naksan-gil","02","서울특별시","Seoul","종로구","Jongno-gu","창신동","Changsin-dong","1","174","0","","","",""
"111104100020","낙산길","Naksan-gil","03","서울특별시","Seoul","종로구","Jongno-gu","숭인동","Sungin-dong","1","175","0","","","",""
"111104100021","낙산성곽1길","Naksanseonggwak 1-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100021","낙산성곽1길","Naksanseonggwak 1-gil","01","서울특별시","Seoul","종로구","Jongno-gu","창신동","Changsin-dong","1","174","0","","","",""
"111104100022","낙산성곽길","Naksanseonggwak-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100022","낙산성곽길","Naksanseonggwak-gil","01","서울특별시","Seoul","종로구","Jongno-gu","창신동","Changsin-dong","1","174","0","","","",""
"111104100023","낙산성곽동길","Naksanseonggwakdong-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100023","낙산성곽동길","Naksanseonggwakdong-gil","01","서울특별시","Seoul","종로구","Jongno-gu","창신동","Changsin-dong","1","174","0","","","",""
"111104100024","낙산성곽서1길","Naksanseonggwakseo 1-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100024","낙산성곽서1길","Naksanseonggwakseo 1-gil","01","서울특별시","Seoul","종로구","Jongno-gu","이화동","Ihwa-dong","1","165","0","","","",""
"111104100025","낙산성곽서길","Naksanseonggwakseo-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100025","낙산성곽서길","Naksanseonggwakseo-gil","01","서울특별시","Seoul","종로구","Jongno-gu","종로6가","Jongno 6(yuk)-ga","1","164","0","","","",""
"111104100025","낙산성곽서길","Naksanseonggwakseo-gil","02","서울특별시","Seoul","종로구","Jongno-gu","이화동","Ihwa-dong","1","165","0","","","",""
"111104100025","낙산성곽서길","Naksanseonggwakseo-gil","03","서울특별시","Seoul","종로구","Jongno-gu","충신동","Chungsin-dong","1","167","0","","","",""
"111104100025","낙산성곽서길","Naksanseonggwakseo-gil","04","서울특별시","Seoul","종로구","Jongno-gu","동숭동","Dongsung-dong","1","168","0","","","",""
"111104100025","낙산성곽서길","Naksanseonggwakseo-gil","05","서울특별시","Seoul","종로구","Jongno-gu","창신동","Changsin-dong","1","174","0","","","",""
"111104100027","난계로25길","Nangye-ro 25-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100027","난계로25길","Nangye-ro 25-gil","01","서울특별시","Seoul","종로구","Jongno-gu","숭인동","Sungin-dong","1","175","0","","","",""
"111104100028","난계로27길","Nangye-ro 27-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100028","난계로27길","Nangye-ro 27-gil","01","서울특별시","Seoul","종로구","Jongno-gu","숭인동","Sungin-dong","1","175","0","","","",""
"111104100029","난계로29가길","Nangye-ro 29ga-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100029","난계로29가길","Nangye-ro 29ga-gil","01","서울특별시","Seoul","종로구","Jongno-gu","숭인동","Sungin-dong","1","175","0","","","",""
"111104100030","난계로29길","Nangye-ro 29-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100030","난계로29길","Nangye-ro 29-gil","01","서울특별시","Seoul","종로구","Jongno-gu","숭인동","Sungin-dong","1","175","0","","","",""
"111104100031","대명1길","Daemyeong 1-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100031","대명1길","Daemyeong 1-gil","01","서울특별시","Seoul","종로구","Jongno-gu","명륜4가","Myeongnyun 4(sa)-ga","1","172","0","","","",""
"111104100032","대명길","Daemyeong-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100032","대명길","Daemyeong-gil","01","서울특별시","Seoul","종로구","Jongno-gu","명륜2가","Myeongnyun 2(i)-ga","1","171","0","","","",""
"111104100032","대명길","Daemyeong-gil","02","서울특별시","Seoul","종로구","Jongno-gu","명륜4가","Myeongnyun 4(sa)-ga","1","172","0","","","",""
"111104100033","대학로10길","Daehak-ro 10-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100033","대학로10길","Daehak-ro 10-gil","01","서울특별시","Seoul","종로구","Jongno-gu","동숭동","Dongsung-dong","1","168","0","","","",""
"111104100034","대학로11길","Daehak-ro 11-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100034","대학로11길","Daehak-ro 11-gil","01","서울특별시","Seoul","종로구","Jongno-gu","명륜4가","Myeongnyun 4(sa)-ga","1","172","0","","","",""
"111104100035","대학로12길","Daehak-ro 12-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100035","대학로12길","Daehak-ro 12-gil","01","서울특별시","Seoul","종로구","Jongno-gu","동숭동","Dongsung-dong","1","168","0","","","",""
"111104100036","대학로14길","Daehak-ro 14-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100036","대학로14길","Daehak-ro 14-gil","01","서울특별시","Seoul","종로구","Jongno-gu","혜화동","Hyehwa-dong","1","169","0","","","",""
"111104100037","대학로1길","Daehak-ro 1-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100037","대학로1길","Daehak-ro 1-gil","01","서울특별시","Seoul","종로구","Jongno-gu","연지동","Yeonji-dong","1","160","0","","","",""
"111104100037","대학로1길","Daehak-ro 1-gil","02","서울특별시","Seoul","종로구","Jongno-gu","효제동","Hyoje-dong","1","162","0","","","",""
"111104100037","대학로1길","Daehak-ro 1-gil","03","서울특별시","Seoul","종로구","Jongno-gu","종로5가","Jongno 5(o)-ga","1","163","0","","","",""
"111104100038","대학로2길","Daehak-ro 2-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100038","대학로2길","Daehak-ro 2-gil","01","서울특별시","Seoul","종로구","Jongno-gu","효제동","Hyoje-dong","1","162","0","","","",""
"111104100038","대학로2길","Daehak-ro 2-gil","02","서울특별시","Seoul","종로구","Jongno-gu","종로5가","Jongno 5(o)-ga","1","163","0","","","",""
"111104100039","대학로3길","Daehak-ro 3-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100039","대학로3길","Daehak-ro 3-gil","01","서울특별시","Seoul","종로구","Jongno-gu","연지동","Yeonji-dong","1","160","0","","","",""
"111104100039","대학로3길","Daehak-ro 3-gil","02","서울특별시","Seoul","종로구","Jongno-gu","효제동","Hyoje-dong","1","162","0","","","",""
"111104100040","대학로5가길","Daehak-ro 5ga-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100040","대학로5가길","Daehak-ro 5ga-gil","01","서울특별시","Seoul","종로구","Jongno-gu","연건동","Yeongeon-dong","1","166","0","","","",""
"111104100041","대학로5길","Daehak-ro 5-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100041","대학로5길","Daehak-ro 5-gil","01","서울특별시","Seoul","종로구","Jongno-gu","연건동","Yeongeon-dong","1","166","0","","","",""
"111104100042","대학로7길","Daehak-ro 7-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100042","대학로7길","Daehak-ro 7-gil","01","서울특별시","Seoul","종로구","Jongno-gu","연건동","Yeongeon-dong","1","166","0","","","",""
"111104100043","대학로8가길","Daehak-ro 8ga-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100043","대학로8가길","Daehak-ro 8ga-gil","01","서울특별시","Seoul","종로구","Jongno-gu","동숭동","Dongsung-dong","1","168","0","","","",""
"111104100044","대학로8길","Daehak-ro 8-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100044","대학로8길","Daehak-ro 8-gil","01","서울특별시","Seoul","종로구","Jongno-gu","동숭동","Dongsung-dong","1","168","0","","","",""
"111104100045","대학로9가길","Daehak-ro 9ga-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100045","대학로9가길","Daehak-ro 9ga-gil","01","서울특별시","Seoul","종로구","Jongno-gu","명륜4가","Myeongnyun 4(sa)-ga","1","172","0","","","",""
"111104100046","대학로9길","Daehak-ro 9-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100046","대학로9길","Daehak-ro 9-gil","01","서울특별시","Seoul","종로구","Jongno-gu","명륜4가","Myeongnyun 4(sa)-ga","1","172","0","","","",""
"111104100048","돈화문로10가길","Donhwamun-ro 10ga-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100048","돈화문로10가길","Donhwamun-ro 10ga-gil","01","서울특별시","Seoul","종로구","Jongno-gu","봉익동","Bongik-dong","1","152","0","","","",""
"111104100049","돈화문로10길","Donhwamun-ro 10-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100049","돈화문로10길","Donhwamun-ro 10-gil","01","서울특별시","Seoul","종로구","Jongno-gu","묘동","Myo-dong","1","151","0","","","",""
"111104100049","돈화문로10길","Donhwamun-ro 10-gil","02","서울특별시","Seoul","종로구","Jongno-gu","봉익동","Bongik-dong","1","152","0","","","",""
"111104100050","돈화문로11가길","Donhwamun-ro 11ga-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100050","돈화문로11가길","Donhwamun-ro 11ga-gil","01","서울특별시","Seoul","종로구","Jongno-gu","와룡동","Waryong-dong","1","130","0","","","",""
"111104100050","돈화문로11가길","Donhwamun-ro 11ga-gil","02","서울특별시","Seoul","종로구","Jongno-gu","운니동","Unni-dong","1","132","0","","","",""
"111104100050","돈화문로11가길","Donhwamun-ro 11ga-gil","03","서울특별시","Seoul","종로구","Jongno-gu","익선동","Ikseon-dong","1","133","0","","","",""
"111104100050","돈화문로11가길","Donhwamun-ro 11ga-gil","04","서울특별시","Seoul","종로구","Jongno-gu","묘동","Myo-dong","1","151","0","","","",""
"111104100050","돈화문로11가길","Donhwamun-ro 11ga-gil","05","서울특별시","Seoul","종로구","Jongno-gu","돈의동","Donui-dong","1","153","0","","","",""
"111104100051","돈화문로11길","Donhwamun-ro 11-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100051","돈화문로11길","Donhwamun-ro 11-gil","01","서울특별시","Seoul","종로구","Jongno-gu","낙원동","Nagwon-dong","1","137","0","","","",""
"111104100051","돈화문로11길","Donhwamun-ro 11-gil","02","서울특별시","Seoul","종로구","Jongno-gu","묘동","Myo-dong","1","151","0","","","",""
"111104100051","돈화문로11길","Donhwamun-ro 11-gil","03","서울특별시","Seoul","종로구","Jongno-gu","돈의동","Donui-dong","1","153","0","","","",""
"111104100052","돈화문로11나길","Donhwamun-ro 11na-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100052","돈화문로11나길","Donhwamun-ro 11na-gil","01","서울특별시","Seoul","종로구","Jongno-gu","익선동","Ikseon-dong","1","133","0","","","",""
"111104100052","돈화문로11나길","Donhwamun-ro 11na-gil","02","서울특별시","Seoul","종로구","Jongno-gu","돈의동","Donui-dong","1","153","0","","","",""
"111104100053","돈화문로11다길","Donhwamun-ro 11da-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100053","돈화문로11다길","Donhwamun-ro 11da-gil","01","서울특별시","Seoul","종로구","Jongno-gu","익선동","Ikseon-dong","1","133","0","","","",""
"111104100053","돈화문로11다길","Donhwamun-ro 11da-gil","02","서울특별시","Seoul","종로구","Jongno-gu","낙원동","Nagwon-dong","1","137","0","","","",""
"111104100053","돈화문로11다길","Donhwamun-ro 11da-gil","03","서울특별시","Seoul","종로구","Jongno-gu","돈의동","Donui-dong","1","153","0","","","",""
"111104100054","돈화문로2길","Donhwamun-ro 2-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100054","돈화문로2길","Donhwamun-ro 2-gil","01","서울특별시","Seoul","종로구","Jongno-gu","장사동","Jangsa-dong","1","154","0","","","",""
"111104100055","돈화문로4길","Donhwamun-ro 4-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100055","돈화문로4길","Donhwamun-ro 4-gil","01","서울특별시","Seoul","종로구","Jongno-gu","장사동","Jangsa-dong","1","154","0","","","",""
"111104100055","돈화문로4길","Donhwamun-ro 4-gil","02","서울특별시","Seoul","종로구","Jongno-gu","종로3가","Jongno 3(sam)-ga","1","156","0","","","",""
"111104100056","돈화문로5가길","Donhwamun-ro 5ga-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100056","돈화문로5가길","Donhwamun-ro 5ga-gil","01","서울특별시","Seoul","종로구","Jongno-gu","묘동","Myo-dong","1","151","0","","","",""
"111104100056","돈화문로5가길","Donhwamun-ro 5ga-gil","02","서울특별시","Seoul","종로구","Jongno-gu","돈의동","Donui-dong","1","153","0","","","",""
"111104100057","돈화문로5길","Donhwamun-ro 5-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100057","돈화문로5길","Donhwamun-ro 5-gil","01","서울특별시","Seoul","종로구","Jongno-gu","낙원동","Nagwon-dong","1","137","0","","","",""
"111104100057","돈화문로5길","Donhwamun-ro 5-gil","02","서울특별시","Seoul","종로구","Jongno-gu","돈의동","Donui-dong","1","153","0","","","",""
"111104100058","돈화문로6가길","Donhwamun-ro 6ga-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100058","돈화문로6가길","Donhwamun-ro 6ga-gil","01","서울특별시","Seoul","종로구","Jongno-gu","묘동","Myo-dong","1","151","0","","","",""
"111104100058","돈화문로6가길","Donhwamun-ro 6ga-gil","02","서울특별시","Seoul","종로구","Jongno-gu","봉익동","Bongik-dong","1","152","0","","","",""
"111104100059","돈화문로6길","Donhwamun-ro 6-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100059","돈화문로6길","Donhwamun-ro 6-gil","01","서울특별시","Seoul","종로구","Jongno-gu","봉익동","Bongik-dong","1","152","0","","","",""
"111104100060","돈화문로6나길","Donhwamun-ro 6na-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100060","돈화문로6나길","Donhwamun-ro 6na-gil","01","서울특별시","Seoul","종로구","Jongno-gu","봉익동","Bongik-dong","1","152","0","","","",""
"111104100061","돈화문로8길","Donhwamun-ro 8-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100061","돈화문로8길","Donhwamun-ro 8-gil","01","서울특별시","Seoul","종로구","Jongno-gu","묘동","Myo-dong","1","151","0","","","",""
"111104100062","돈화문로9가길","Donhwamun-ro 9ga-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100062","돈화문로9가길","Donhwamun-ro 9ga-gil","01","서울특별시","Seoul","종로구","Jongno-gu","돈의동","Donui-dong","1","153","0","","","",""
"111104100063","돈화문로9길","Donhwamun-ro 9-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100063","돈화문로9길","Donhwamun-ro 9-gil","01","서울특별시","Seoul","종로구","Jongno-gu","낙원동","Nagwon-dong","1","137","0","","","",""
"111104100063","돈화문로9길","Donhwamun-ro 9-gil","02","서울특별시","Seoul","종로구","Jongno-gu","돈의동","Donui-dong","1","153","0","","","",""
"111104100063","돈화문로9길","Donhwamun-ro 9-gil","03","서울특별시","Seoul","종로구","Jongno-gu","묘동","Myo-dong","1","151","0","","","",""
"111104100064","동망산1길","Dongmangsan 1-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100064","동망산1길","Dongmangsan 1-gil","01","서울특별시","Seoul","종로구","Jongno-gu","숭인동","Sungin-dong","1","175","0","","","",""
"111104100065","동망산길","Dongmangsan-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100065","동망산길","Dongmangsan-gil","01","서울특별시","Seoul","종로구","Jongno-gu","창신동","Changsin-dong","1","174","0","","","",""
"111104100065","동망산길","Dongmangsan-gil","02","서울특별시","Seoul","종로구","Jongno-gu","숭인동","Sungin-dong","1","175","0","","","",""
"111104100066","동순라길","Dongsulla-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100066","동순라길","Dongsulla-gil","01","서울특별시","Seoul","종로구","Jongno-gu","인의동","Inui-dong","1","157","0","","","",""
"111104100066","동순라길","Dongsulla-gil","02","서울특별시","Seoul","종로구","Jongno-gu","원남동","Wonnam-dong","1","159","0","","","",""
"111104100067","동숭1길","Dongsung 1-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100067","동숭1길","Dongsung 1-gil","01","서울특별시","Seoul","종로구","Jongno-gu","동숭동","Dongsung-dong","1","168","0","","","",""
"111104100068","동숭2길","Dongsung 2-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100068","동숭2길","Dongsung 2-gil","01","서울특별시","Seoul","종로구","Jongno-gu","동숭동","Dongsung-dong","1","168","0","","","",""
"111104100069","동숭3길","Dongsung 3-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100069","동숭3길","Dongsung 3-gil","01","서울특별시","Seoul","종로구","Jongno-gu","동숭동","Dongsung-dong","1","168","0","","","",""
"111104100070","동숭4가길","Dongsung 4ga-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100070","동숭4가길","Dongsung 4ga-gil","01","서울특별시","Seoul","종로구","Jongno-gu","동숭동","Dongsung-dong","1","168","0","","","",""
"111104100071","동숭4길","Dongsung 4-gil","00","서울특별시","Seoul","종로구","Jongno-gu","","","2","","0","","","",""
"111104100071","동숭4길","Dongsung 4-gil","01","서울특별시","Seoul","종로구","Jongno-gu","동숭동","Dongsung-dong","1","168","0","","","",""
